location.name,date,event.count,treatment.name,duplicate,sample.id,analyte,result,units,non.detect,method,cas.number,mdl,rl,lab.id.x,dilution,result.reported.to,report.basis,percent.moisture,percent.solid,method.name,event.type,lab.id.y,matrix,collected,received,hold,flag
Kerbel,6/30/2022,Irr 2 rep 1,,False,KB-02-IN1,"Nitrogen, Nitrate (As N)",6.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,,True,KB-02-IN1-D,"Nitrogen, Nitrate (As N)",7.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,MT1,False,MT1-02-LC,"Nitrogen, Nitrate (As N)",7.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,MT1,True,MT1-02-LC-D,"Nitrogen, Nitrate (As N)",7.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,MT1,False,MT1-FF-01-GB,"Nitrogen, Nitrate (As N)",9.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,ST1,False,ST1-02-LC,"Nitrogen, Nitrate (As N)",6.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,ST1,True,ST1-02-LC-D,"Nitrogen, Nitrate (As N)",6.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,ST1,False,ST1-FF-01-GB,"Nitrogen, Nitrate (As N)",8.0,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,CT2,False,CT2-02-GB1,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,CT2,True,CT2-02-LC-D,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,,False,KB-02-IN2,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,,True,KB-02-IN2-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,MT2,False,MT2-02-LC,"Nitrogen, Nitrate (As N)",6.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,MT2,True,MT2-02-LC-D,"Nitrogen, Nitrate (As N)",6.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,ST2,False,ST2-02-LC,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,ST2,True,ST2-02-LC-D,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,CT1,False,CT1-03-LC,"Nitrogen, Nitrate (As N)",5.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,CT1,True,CT1-03-LC-D,"Nitrogen, Nitrate (As N)",5.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,CT1,False,CT1-FF-03-GB,"Nitrogen, Nitrate (As N)",6.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,,False,KB-03-IN1,"Nitrogen, Nitrate (As N)",5.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,,True,KB-03-IN1-D,"Nitrogen, Nitrate (As N)",5.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,MT1,False,MT1-03-LC,"Nitrogen, Nitrate (As N)",5.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,MT1,True,MT1-03-LC-D,"Nitrogen, Nitrate (As N)",5.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,MT1,False,MT1-FF-03-GB,"Nitrogen, Nitrate (As N)",6.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,ST1,False,ST1-03-LC,"Nitrogen, Nitrate (As N)",5.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,ST1,True,ST1-03-LC-D,"Nitrogen, Nitrate (As N)",5.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/13/2022,Irr 3 rep 1,ST1,False,ST1-FF-03-GB,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,CT2,False,CT2-03-LC,"Nitrogen, Nitrate (As N)",6.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,CT2,True,CT2-03-LC-D,"Nitrogen, Nitrate (As N)",6.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,CT2,False,CT2-FF-03-GB,"Nitrogen, Nitrate (As N)",6.2,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,,False,KB-03-IN2,"Nitrogen, Nitrate (As N)",5.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,,True,KB-03-IN2-D,"Nitrogen, Nitrate (As N)",6.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,MT2,False,MT2-03-LC,"Nitrogen, Nitrate (As N)",6.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,MT2,True,MT2-03-LC-D,"Nitrogen, Nitrate (As N)",6.0,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,MT2,False,MT2-FF-03-GB,"Nitrogen, Nitrate (As N)",6.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,ST2,False,ST2-03-LC,"Nitrogen, Nitrate (As N)",6.0,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,ST2,True,ST2-03-LC-D,"Nitrogen, Nitrate (As N)",6.0,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/14/2022,Irr 3 rep 2,ST2,False,ST2-FF-03-GB,"Nitrogen, Nitrate (As N)",6.2,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,CT1,False,CT1-04-LC,"Nitrogen, Nitrate (As N)",5.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,CT1,True,CT1-04-LC-D,"Nitrogen, Nitrate (As N)",6.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,CT1,False,CT1-FF-04-GB,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,,False,KB-04-IN1,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,,True,KB-04-IN1-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,MT1,False,MT1-04-LC,"Nitrogen, Nitrate (As N)",5.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,MT1,True,MT1-04-LC-D,"Nitrogen, Nitrate (As N)",5.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,MT1,False,MT1-FF-04-GB,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,ST1,False,ST1-04-LC,"Nitrogen, Nitrate (As N)",5.7,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,ST1,True,ST1-04-LC-D,"Nitrogen, Nitrate (As N)",6.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/26/2022,Irr 4 rep 1,ST1,False,ST1-FF-04-GB,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,CT2,False,CT2-FF-04-GB,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,,False,KB-04-IN2,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,,True,KB-04-IN2-D,"Nitrogen, Nitrate (As N)",7.7,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,MT2,False,MT2-04-LC,"Nitrogen, Nitrate (As N)",7.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,MT2,True,MT2-04-LC-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,MT2,False,MT2-FF-04-GB,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,ST2,False,ST2-04-LC,"Nitrogen, Nitrate (As N)",6.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,ST2,True,ST2-04-LC-D,"Nitrogen, Nitrate (As N)",6.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,7/27/2022,Irr 4 rep 2,ST2,False,ST2-FF-04-GB,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,CT1,False,CT1-0-LC,"Nitrogen, Nitrate (As N)",7.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,,False,KB-05-IN1,"Nitrogen, Nitrate (As N)",7.7,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,,True,KB-05-IN1-D,"Nitrogen, Nitrate (As N)",7.7,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,MT1,False,MT1-05-LC,"Nitrogen, Nitrate (As N)",7.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,MT1,True,MT1-05-LC-D,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,ST1,False,ST1-05-LC,"Nitrogen, Nitrate (As N)",7.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/10/2022,Irr 5 rep 1,ST1,True,ST1-05-LC-D,"Nitrogen, Nitrate (As N)",7.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/11/2022,Irr 5 rep 2,,False,KB-05-IN2,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/11/2022,Irr 5 rep 2,,True,KB-05-IN2-D,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/11/2022,Irr 5 rep 2,MT2,False,MT2-05-LC,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/11/2022,Irr 5 rep 2,MT2,True,MT2-05-LC-D,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/11/2022,Irr 5 rep 2,ST2,False,ST2-05-LC,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/11/2022,Irr 5 rep 2,ST2,True,ST2-05-LC-D,"Nitrogen, Nitrate (As N)",7.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,CT1,False,CT1-06-LC-1,"Nitrogen, Nitrate (As N)",7.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,CT1,True,CT1-06-LC-1-D,"Nitrogen, Nitrate (As N)",7.8,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,,False,KB-06-IN1-1,"Nitrogen, Nitrate (As N)",7.6,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,,True,KB-06-IN1-1-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,MT1,False,MT1-06-LC-1,"Nitrogen, Nitrate (As N)",8.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,MT1,True,MT1-06-LC-1-D,"Nitrogen, Nitrate (As N)",7.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,ST1,False,ST1-06-LC-1,"Nitrogen, Nitrate (As N)",7.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/25/2022,Irr 6 rep 1,ST1,True,ST1-06-LC-1-D,"Nitrogen, Nitrate (As N)",7.3,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,CT2,False,CT2-06-LC-1,"Nitrogen, Nitrate (As N)",6.5,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,CT2,True,CT2-06-LC-1-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,,False,KB-06-IN2-1,"Nitrogen, Nitrate (As N)",6.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,,True,KB-06-IN2-1-D,"Nitrogen, Nitrate (As N)",7.0,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,MT2,False,MT2-06-LC-1,"Nitrogen, Nitrate (As N)",6.9,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,MT2,True,MT2-06-LC-1-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,ST2,False,ST2-06-LC-1,"Nitrogen, Nitrate (As N)",6.1,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,8/29/2022,Irr 6 rep 2,ST2,True,ST2-06-LC-1-D,"Nitrogen, Nitrate (As N)",6.4,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,9/7/2022,Irr 7 rep 2,CT2,False,CT2-FF-07-GB-1,"Nitrogen, Nitrate (As N)",8.02,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,9/7/2022,Irr 7 rep 2,,False,KB-07-IN2-1,"Nitrogen, Nitrate (As N)",7.77,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,9/7/2022,Irr 7 rep 2,MT2,False,MT2-FF-07-GB-1,"Nitrogen, Nitrate (As N)",8.26,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,9/7/2022,Irr 7 rep 2,ST2,False,ST2-FF-07-GB-1,"Nitrogen, Nitrate (As N)",8.49,mg/L,False,E300 - 300_W,14797-55-8,0.15,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,CT1,False,CT1-FF-01-GB,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,INF,True,INF-01-GB-DAY1,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,MT1,False,MT1-01-LC,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,MT1,True,MT1-01-LC-D,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,MT1,False,MT1-FF-01-GB,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,ST1,False,ST1-01-LC,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,ST1,True,ST1-01-LC-D,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 1,ST1,False,ST1-FF-01-GB,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 2,CT2,False,CT2-01-LC,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 2,INF,True,INF-01-GB-DAY2,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 2,MT2,False,MT2-01-LC,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 2,MT2,False,MT2-FF-01-GB,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 2,ST2,False,ST2-01-LC,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/17/2022,Irr 1 rep 2,ST2,False,ST2-FF-01-GB,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,CT1,False,CT1-02-LC,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,CT1,True,CT1-02-LC-D,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,CT1,False,CT1-FF-01-GB,"Nitrogen, Total Kjeldahl",3.1,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,,False,KB-02-IN1,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,,True,KB-02-IN1-D,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,MT1,False,MT1-02-LC,"Nitrogen, Total Kjeldahl",3.3,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,MT1,True,MT1-02-LC-D,"Nitrogen, Total Kjeldahl",4,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,MT1,False,MT1-FF-01-GB,"Nitrogen, Total Kjeldahl",6.5,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,ST1,False,ST1-02-LC,"Nitrogen, Total Kjeldahl",2.1,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,ST1,True,ST1-02-LC-D,"Nitrogen, Total Kjeldahl",2.1,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 1,ST1,False,ST1-FF-01-GB,"Nitrogen, Total Kjeldahl",4.8,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,CT2,False,CT2-02-GB1,"Nitrogen, Total Kjeldahl",3.7,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,CT2,True,CT2-02-LC-D,"Nitrogen, Total Kjeldahl",3.2,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,,False,KB-02-IN2,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,,True,KB-02-IN2-D,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,MT2,False,MT2-02-LC,"Nitrogen, Total Kjeldahl",1.8,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,MT2,True,MT2-02-LC-D,"Nitrogen, Total Kjeldahl",2.3,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,ST2,False,ST2-02-LC,"Nitrogen, Total Kjeldahl",2.1,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
Kerbel,6/30/2022,Irr 2 rep 2,ST2,True,ST2-02-LC-D,"Nitrogen, Total Kjeldahl",,mg/L,False,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,0.1,0.5,,,,,,,,,,,,,,
